cell_id,embryo,clone_id,clone_uid,cluster
E1_clone86_0,E1,clone86,E1::clone86,9
E1_clone86_1,E1,clone86,E1::clone86,8
E1_clone86_2,E1,clone86,E1::clone86,6
E1_clone86_3,E1,clone86,E1::clone86,7
E1_clone86_4,E1,clone86,E1::clone86,6
E1_clone86_5,E1,clone86,E1::clone86,8
E1_clone86_6,E1,clone86,E1::clone86,11
E1_clone87_0,E1,clone87,E1::clone87,3
E1_clone87_1,E1,clone87,E1::clone87,1
E1_clone87_2,E1,clone87,E1::clone87,11
E1_clone87_3,E1,clone87,E1::clone87,3
E1_clone87_4,E1,clone87,E1::clone87,1
E1_clone87_5,E1,clone87,E1::clone87,3
E1_clone87_6,E1,clone87,E1::clone87,3
E1_clone87_7,E1,clone87,E1::clone87,3
E1_clone88_0,E1,clone88,E1::clone88,0
E1_clone88_1,E1,clone88,E1::clone88,0
E1_clone88_2,E1,clone88,E1::clone88,1
E1_clone89_0,E1,clone89,E1::clone89,1
E1_clone89_1,E1,clone89,E1::clone89,0
E1_clone89_2,E1,clone89,E1::clone89,0
E1_clone89_3,E1,clone89,E1::clone89,1
E1_clone89_4,E1,clone89,E1::clone89,1
E1_clone89_5,E1,clone89,E1::clone89,0
E1_clone90_0,E1,clone90,E1::clone90,0
E1_clone90_1,E1,clone90,E1::clone90,7
E1_clone90_2,E1,clone90,E1::clone90,7
E1_clone90_3,E1,clone90,E1::clone90,6
E1_clone91_0,E1,clone91,E1::clone91,5
E1_clone91_1,E1,clone91,E1::clone91,6
E1_clone92_0,E1,clone92,E1::clone92,0
E1_clone92_1,E1,clone92,E1::clone92,1
E1_clone92_2,E1,clone92,E1::clone92,1
E1_clone92_3,E1,clone92,E1::clone92,0
E1_clone92_4,E1,clone92,E1::clone92,0
E1_clone92_5,E1,clone92,E1::clone92,9
E1_clone93_0,E1,clone93,E1::clone93,1
E1_clone93_1,E1,clone93,E1::clone93,1
E1_clone93_2,E1,clone93,E1::clone93,0
E1_clone94_0,E1,clone94,E1::clone94,7
E1_clone94_1,E1,clone94,E1::clone94,0
E1_clone94_2,E1,clone94,E1::clone94,0
E1_clone94_3,E1,clone94,E1::clone94,0
E1_clone94_4,E1,clone94,E1::clone94,0
E1_clone94_5,E1,clone94,E1::clone94,1
E1_clone94_6,E1,clone94,E1::clone94,0
E1_clone95_0,E1,clone95,E1::clone95,3
E1_clone96_0,E1,clone96,E1::clone96,1
E1_clone96_1,E1,clone96,E1::clone96,1
E1_clone96_2,E1,clone96,E1::clone96,0
E1_clone96_3,E1,clone96,E1::clone96,1
E1_clone96_4,E1,clone96,E1::clone96,1
E1_clone96_5,E1,clone96,E1::clone96,0
E1_clone96_6,E1,clone96,E1::clone96,7
E1_clone96_7,E1,clone96,E1::clone96,1
E1_clone97_0,E1,clone97,E1::clone97,11
E1_clone97_1,E1,clone97,E1::clone97,3
E1_clone97_2,E1,clone97,E1::clone97,5
E1_clone97_3,E1,clone97,E1::clone97,3
E1_clone97_4,E1,clone97,E1::clone97,5
E1_clone97_5,E1,clone97,E1::clone97,3
E1_clone97_6,E1,clone97,E1::clone97,3
E1_clone97_7,E1,clone97,E1::clone97,3
E1_clone97_8,E1,clone97,E1::clone97,3
E1_clone97_9,E1,clone97,E1::clone97,3
E1_clone98_0,E1,clone98,E1::clone98,0
E1_clone98_1,E1,clone98,E1::clone98,0
E1_clone98_2,E1,clone98,E1::clone98,1
E1_clone98_3,E1,clone98,E1::clone98,1
E1_clone98_4,E1,clone98,E1::clone98,1
E1_clone98_5,E1,clone98,E1::clone98,0
E1_clone98_6,E1,clone98,E1::clone98,3
E1_clone98_7,E1,clone98,E1::clone98,1
E1_clone98_8,E1,clone98,E1::clone98,0
E1_clone98_9,E1,clone98,E1::clone98,0
E1_clone99_0,E1,clone99,E1::clone99,3
E1_clone100_0,E1,clone100,E1::clone100,0
E1_clone100_1,E1,clone100,E1::clone100,0
E1_clone100_2,E1,clone100,E1::clone100,11
E1_clone100_3,E1,clone100,E1::clone100,7
E1_clone100_4,E1,clone100,E1::clone100,6
E1_clone100_5,E1,clone100,E1::clone100,9
E1_clone100_6,E1,clone100,E1::clone100,8
E1_clone100_7,E1,clone100,E1::clone100,7
E1_clone100_8,E1,clone100,E1::clone100,8
E1_clone101_0,E1,clone101,E1::clone101,0
E1_clone101_1,E1,clone101,E1::clone101,1
E1_clone101_2,E1,clone101,E1::clone101,0
E1_clone101_3,E1,clone101,E1::clone101,1
E1_clone101_4,E1,clone101,E1::clone101,1
E1_clone101_5,E1,clone101,E1::clone101,0
E1_clone102_0,E1,clone102,E1::clone102,2
E1_clone103_0,E1,clone103,E1::clone103,1
E1_clone103_1,E1,clone103,E1::clone103,1
E1_clone103_2,E1,clone103,E1::clone103,1
E1_clone103_3,E1,clone103,E1::clone103,1
E1_clone103_4,E1,clone103,E1::clone103,1
E1_clone103_5,E1,clone103,E1::clone103,1
E1_clone103_6,E1,clone103,E1::clone103,1
E1_clone104_0,E1,clone104,E1::clone104,3
E1_clone104_1,E1,clone104,E1::clone104,0
E1_clone104_2,E1,clone104,E1::clone104,5
E1_clone104_3,E1,clone104,E1::clone104,3
E1_clone104_4,E1,clone104,E1::clone104,3
E1_clone104_5,E1,clone104,E1::clone104,3
E1_clone104_6,E1,clone104,E1::clone104,9
E1_clone104_7,E1,clone104,E1::clone104,3
E1_clone105_0,E1,clone105,E1::clone105,3
E1_clone105_1,E1,clone105,E1::clone105,11
E1_clone105_2,E1,clone105,E1::clone105,3
E1_clone105_3,E1,clone105,E1::clone105,3
E1_clone105_4,E1,clone105,E1::clone105,7
E1_clone105_5,E1,clone105,E1::clone105,10
E1_clone105_6,E1,clone105,E1::clone105,3
E1_clone105_7,E1,clone105,E1::clone105,3
E1_clone105_8,E1,clone105,E1::clone105,5
E1_clone105_9,E1,clone105,E1::clone105,9
E1_clone105_10,E1,clone105,E1::clone105,3
E1_clone106_0,E1,clone106,E1::clone106,5
E1_clone106_1,E1,clone106,E1::clone106,5
E1_clone106_2,E1,clone106,E1::clone106,3
E1_clone106_3,E1,clone106,E1::clone106,3
E1_clone106_4,E1,clone106,E1::clone106,9
E1_clone107_0,E1,clone107,E1::clone107,8
E1_clone107_1,E1,clone107,E1::clone107,6
E1_clone107_2,E1,clone107,E1::clone107,6
E1_clone107_3,E1,clone107,E1::clone107,8
E1_clone107_4,E1,clone107,E1::clone107,1
E1_clone107_5,E1,clone107,E1::clone107,11
E1_clone108_0,E1,clone108,E1::clone108,9
E1_clone108_1,E1,clone108,E1::clone108,3
E1_clone108_2,E1,clone108,E1::clone108,3
E1_clone108_3,E1,clone108,E1::clone108,3
E1_clone108_4,E1,clone108,E1::clone108,3
E1_clone108_5,E1,clone108,E1::clone108,3
E1_clone108_6,E1,clone108,E1::clone108,3
E1_clone108_7,E1,clone108,E1::clone108,11
E1_clone108_8,E1,clone108,E1::clone108,3
E1_clone108_9,E1,clone108,E1::clone108,3
E1_clone108_10,E1,clone108,E1::clone108,3
E1_clone109_0,E1,clone109,E1::clone109,0
E1_clone109_1,E1,clone109,E1::clone109,0
E1_clone109_2,E1,clone109,E1::clone109,1
E1_clone109_3,E1,clone109,E1::clone109,0
E1_clone109_4,E1,clone109,E1::clone109,10
E1_clone110_0,E1,clone110,E1::clone110,1
E1_clone110_1,E1,clone110,E1::clone110,2
E1_clone110_2,E1,clone110,E1::clone110,0
E1_clone110_3,E1,clone110,E1::clone110,0
E1_clone110_4,E1,clone110,E1::clone110,0
E1_clone110_5,E1,clone110,E1::clone110,1
E1_clone110_6,E1,clone110,E1::clone110,1
E1_clone110_7,E1,clone110,E1::clone110,0
E1_clone111_0,E1,clone111,E1::clone111,1
E1_clone111_1,E1,clone111,E1::clone111,11
E1_clone111_2,E1,clone111,E1::clone111,1
E1_clone112_0,E1,clone112,E1::clone112,0
E1_clone112_1,E1,clone112,E1::clone112,0
E1_clone112_2,E1,clone112,E1::clone112,1
E1_clone112_3,E1,clone112,E1::clone112,2
E1_clone112_4,E1,clone112,E1::clone112,4
E1_clone112_5,E1,clone112,E1::clone112,11
E1_clone112_6,E1,clone112,E1::clone112,11
E1_clone112_7,E1,clone112,E1::clone112,10
E1_clone113_0,E1,clone113,E1::clone113,0
E1_clone113_1,E1,clone113,E1::clone113,0
E1_clone113_2,E1,clone113,E1::clone113,1
E1_clone113_3,E1,clone113,E1::clone113,0
E1_clone113_4,E1,clone113,E1::clone113,1
E1_clone113_5,E1,clone113,E1::clone113,1
E1_clone114_0,E1,clone114,E1::clone114,0
E1_clone114_1,E1,clone114,E1::clone114,0
E1_clone114_2,E1,clone114,E1::clone114,1
E1_clone114_3,E1,clone114,E1::clone114,1
E1_clone114_4,E1,clone114,E1::clone114,1
E1_clone115_0,E1,clone115,E1::clone115,1
E1_clone115_1,E1,clone115,E1::clone115,1
E1_clone115_2,E1,clone115,E1::clone115,1
E1_clone115_3,E1,clone115,E1::clone115,1
E1_clone115_4,E1,clone115,E1::clone115,0
E1_clone115_5,E1,clone115,E1::clone115,9
E1_clone116_0,E1,clone116,E1::clone116,6
E1_clone116_1,E1,clone116,E1::clone116,6
E1_clone116_2,E1,clone116,E1::clone116,8
E1_clone116_3,E1,clone116,E1::clone116,6
E1_clone116_4,E1,clone116,E1::clone116,6
E1_clone117_0,E1,clone117,E1::clone117,3
E1_clone117_1,E1,clone117,E1::clone117,5
E1_clone118_0,E1,clone118,E1::clone118,6
E1_clone118_1,E1,clone118,E1::clone118,7
E1_clone119_0,E1,clone119,E1::clone119,0
E1_clone119_1,E1,clone119,E1::clone119,0
E1_clone119_2,E1,clone119,E1::clone119,9
E1_clone119_3,E1,clone119,E1::clone119,3
E1_clone119_4,E1,clone119,E1::clone119,1
E1_clone119_5,E1,clone119,E1::clone119,1
E1_clone119_6,E1,clone119,E1::clone119,1
E1_clone119_7,E1,clone119,E1::clone119,1
E1_clone119_8,E1,clone119,E1::clone119,1
E1_clone119_9,E1,clone119,E1::clone119,1
E1_clone120_0,E1,clone120,E1::clone120,10
E1_clone120_1,E1,clone120,E1::clone120,1
E1_clone120_2,E1,clone120,E1::clone120,10
E1_clone120_3,E1,clone120,E1::clone120,0
E1_clone121_0,E1,clone121,E1::clone121,3
E1_clone121_1,E1,clone121,E1::clone121,3
E1_clone122_0,E1,clone122,E1::clone122,7
E1_clone122_1,E1,clone122,E1::clone122,0
E1_clone122_2,E1,clone122,E1::clone122,1
E1_clone122_3,E1,clone122,E1::clone122,1
E1_clone122_4,E1,clone122,E1::clone122,1
E1_clone122_5,E1,clone122,E1::clone122,1
E1_clone122_6,E1,clone122,E1::clone122,0
E1_clone122_7,E1,clone122,E1::clone122,11
E1_clone122_8,E1,clone122,E1::clone122,1
E1_clone122_9,E1,clone122,E1::clone122,1
E1_clone123_0,E1,clone123,E1::clone123,3
E1_clone124_0,E1,clone124,E1::clone124,0
E1_clone124_1,E1,clone124,E1::clone124,0
E1_clone124_2,E1,clone124,E1::clone124,1
E1_clone124_3,E1,clone124,E1::clone124,1
E1_clone124_4,E1,clone124,E1::clone124,1
E1_clone124_5,E1,clone124,E1::clone124,1
E1_clone124_6,E1,clone124,E1::clone124,0
E1_clone124_7,E1,clone124,E1::clone124,8
E1_clone124_8,E1,clone124,E1::clone124,1
E1_clone124_9,E1,clone124,E1::clone124,1
E1_clone125_0,E1,clone125,E1::clone125,11
E1_clone125_1,E1,clone125,E1::clone125,0
E1_clone125_2,E1,clone125,E1::clone125,0
E1_clone125_3,E1,clone125,E1::clone125,1
E1_clone125_4,E1,clone125,E1::clone125,0
E1_clone125_5,E1,clone125,E1::clone125,0
E1_clone125_6,E1,clone125,E1::clone125,1
E1_clone125_7,E1,clone125,E1::clone125,1
E1_clone125_8,E1,clone125,E1::clone125,8
E1_clone125_9,E1,clone125,E1::clone125,0
E1_clone125_10,E1,clone125,E1::clone125,1
E1_clone126_0,E1,clone126,E1::clone126,3
E1_clone126_1,E1,clone126,E1::clone126,3
E1_clone126_2,E1,clone126,E1::clone126,11
E1_clone126_3,E1,clone126,E1::clone126,3
E1_clone126_4,E1,clone126,E1::clone126,3
E1_clone126_5,E1,clone126,E1::clone126,4
E1_clone126_6,E1,clone126,E1::clone126,6
E1_clone126_7,E1,clone126,E1::clone126,1
E1_clone127_0,E1,clone127,E1::clone127,9
E1_clone127_1,E1,clone127,E1::clone127,5
E1_clone127_2,E1,clone127,E1::clone127,11
E1_clone127_3,E1,clone127,E1::clone127,3
E1_clone127_4,E1,clone127,E1::clone127,4
E1_clone127_5,E1,clone127,E1::clone127,3
E1_clone128_0,E1,clone128,E1::clone128,1
E1_clone128_1,E1,clone128,E1::clone128,1
E1_clone128_2,E1,clone128,E1::clone128,1
E1_clone128_3,E1,clone128,E1::clone128,1
E1_clone129_0,E1,clone129,E1::clone129,10
E1_clone129_1,E1,clone129,E1::clone129,3
E1_clone129_2,E1,clone129,E1::clone129,3
E1_clone129_3,E1,clone129,E1::clone129,3
E1_clone129_4,E1,clone129,E1::clone129,3
E1_clone129_5,E1,clone129,E1::clone129,3
E1_clone129_6,E1,clone129,E1::clone129,3
E1_clone129_7,E1,clone129,E1::clone129,3
E1_clone129_8,E1,clone129,E1::clone129,4
E1_clone129_9,E1,clone129,E1::clone129,4
E1_clone129_10,E1,clone129,E1::clone129,4
E1_clone130_0,E1,clone130,E1::clone130,0
E1_clone130_1,E1,clone130,E1::clone130,1
E1_clone130_2,E1,clone130,E1::clone130,1
E1_clone130_3,E1,clone130,E1::clone130,0
E1_clone131_0,E1,clone131,E1::clone131,3
E1_clone132_0,E1,clone132,E1::clone132,0
E1_clone132_1,E1,clone132,E1::clone132,1
E1_clone132_2,E1,clone132,E1::clone132,6
E1_clone132_3,E1,clone132,E1::clone132,0
E1_clone132_4,E1,clone132,E1::clone132,1
E1_clone132_5,E1,clone132,E1::clone132,1
E1_clone132_6,E1,clone132,E1::clone132,10
E1_clone132_7,E1,clone132,E1::clone132,1
E1_clone132_8,E1,clone132,E1::clone132,0
E1_clone132_9,E1,clone132,E1::clone132,1
E1_clone133_0,E1,clone133,E1::clone133,11
E1_clone133_1,E1,clone133,E1::clone133,1
E1_clone133_2,E1,clone133,E1::clone133,1
E1_clone133_3,E1,clone133,E1::clone133,0
E1_clone134_0,E1,clone134,E1::clone134,7
E1_clone134_1,E1,clone134,E1::clone134,7
E1_clone134_2,E1,clone134,E1::clone134,11
E1_clone134_3,E1,clone134,E1::clone134,8
E1_clone134_4,E1,clone134,E1::clone134,6
E1_clone134_5,E1,clone134,E1::clone134,7
E1_clone135_0,E1,clone135,E1::clone135,3
E1_clone135_1,E1,clone135,E1::clone135,3
E1_clone135_2,E1,clone135,E1::clone135,3
E1_clone135_3,E1,clone135,E1::clone135,10
E1_clone135_4,E1,clone135,E1::clone135,10
E1_clone136_0,E1,clone136,E1::clone136,8
E1_clone136_1,E1,clone136,E1::clone136,8
E1_clone136_2,E1,clone136,E1::clone136,8
E1_clone136_3,E1,clone136,E1::clone136,7
E1_clone137_0,E1,clone137,E1::clone137,3
E1_clone137_1,E1,clone137,E1::clone137,3
E1_clone137_2,E1,clone137,E1::clone137,3
E1_clone137_3,E1,clone137,E1::clone137,3
E1_clone137_4,E1,clone137,E1::clone137,3
E1_clone137_5,E1,clone137,E1::clone137,3
E1_clone137_6,E1,clone137,E1::clone137,3
E1_clone137_7,E1,clone137,E1::clone137,5
E1_clone137_8,E1,clone137,E1::clone137,7
E1_clone137_9,E1,clone137,E1::clone137,3
E1_clone138_0,E1,clone138,E1::clone138,1
E1_clone138_1,E1,clone138,E1::clone138,1
E1_clone138_2,E1,clone138,E1::clone138,0
E1_clone138_3,E1,clone138,E1::clone138,1
E1_clone138_4,E1,clone138,E1::clone138,0
E1_clone139_0,E1,clone139,E1::clone139,11
E1_clone140_0,E1,clone140,E1::clone140,1
E1_clone140_1,E1,clone140,E1::clone140,1
E1_clone140_2,E1,clone140,E1::clone140,9
E1_clone140_3,E1,clone140,E1::clone140,11
E1_clone141_0,E1,clone141,E1::clone141,0
E1_clone141_1,E1,clone141,E1::clone141,1
E1_clone141_2,E1,clone141,E1::clone141,0
E1_clone142_0,E1,clone142,E1::clone142,3
E1_clone142_1,E1,clone142,E1::clone142,5
E1_clone142_2,E1,clone142,E1::clone142,3
E1_clone142_3,E1,clone142,E1::clone142,3
E1_clone142_4,E1,clone142,E1::clone142,3
E1_clone142_5,E1,clone142,E1::clone142,3
E1_clone143_0,E1,clone143,E1::clone143,4
E1_clone143_1,E1,clone143,E1::clone143,11
E1_clone143_2,E1,clone143,E1::clone143,11
E1_clone143_3,E1,clone143,E1::clone143,3
E1_clone143_4,E1,clone143,E1::clone143,3
E1_clone143_5,E1,clone143,E1::clone143,5
E1_clone143_6,E1,clone143,E1::clone143,11
E1_clone143_7,E1,clone143,E1::clone143,3
E1_clone143_8,E1,clone143,E1::clone143,3
E1_clone143_9,E1,clone143,E1::clone143,3
E1_clone144_0,E1,clone144,E1::clone144,3
E1_clone144_1,E1,clone144,E1::clone144,5
E1_clone144_2,E1,clone144,E1::clone144,5
E1_clone145_0,E1,clone145,E1::clone145,6
E1_clone146_0,E1,clone146,E1::clone146,5
E1_clone146_1,E1,clone146,E1::clone146,3
E1_clone146_2,E1,clone146,E1::clone146,9
E1_clone146_3,E1,clone146,E1::clone146,3
E1_clone146_4,E1,clone146,E1::clone146,9
E1_clone147_0,E1,clone147,E1::clone147,0
E1_clone147_1,E1,clone147,E1::clone147,1
E1_clone147_2,E1,clone147,E1::clone147,0
E1_clone147_3,E1,clone147,E1::clone147,0
E1_clone148_0,E1,clone148,E1::clone148,5
E1_clone148_1,E1,clone148,E1::clone148,1
E1_clone148_2,E1,clone148,E1::clone148,4
E1_clone149_0,E1,clone149,E1::clone149,6
E2_clone0_0,E2,clone0,E2::clone0,4
E2_clone0_1,E2,clone0,E2::clone0,5
E2_clone0_2,E2,clone0,E2::clone0,8
E2_clone0_3,E2,clone0,E2::clone0,5
E2_clone0_4,E2,clone0,E2::clone0,3
E2_clone0_5,E2,clone0,E2::clone0,3
E2_clone0_6,E2,clone0,E2::clone0,5
E2_clone0_7,E2,clone0,E2::clone0,3
E2_clone0_8,E2,clone0,E2::clone0,5
E2_clone0_9,E2,clone0,E2::clone0,5
E2_clone0_10,E2,clone0,E2::clone0,5
E2_clone1_0,E2,clone1,E2::clone1,8
E2_clone1_1,E2,clone1,E2::clone1,1
E2_clone1_2,E2,clone1,E2::clone1,2
E2_clone1_3,E2,clone1,E2::clone1,8
E2_clone1_4,E2,clone1,E2::clone1,8
E2_clone1_5,E2,clone1,E2::clone1,6
E2_clone1_6,E2,clone1,E2::clone1,8
E2_clone1_7,E2,clone1,E2::clone1,8
E2_clone2_0,E2,clone2,E2::clone2,4
E2_clone2_1,E2,clone2,E2::clone2,3
E2_clone3_0,E2,clone3,E2::clone3,3
E2_clone3_1,E2,clone3,E2::clone3,5
E2_clone3_2,E2,clone3,E2::clone3,5
E2_clone3_3,E2,clone3,E2::clone3,2
E2_clone3_4,E2,clone3,E2::clone3,0
E2_clone3_5,E2,clone3,E2::clone3,3
E2_clone3_6,E2,clone3,E2::clone3,5
E2_clone3_7,E2,clone3,E2::clone3,5
E2_clone3_8,E2,clone3,E2::clone3,3
E2_clone3_9,E2,clone3,E2::clone3,5
E2_clone4_0,E2,clone4,E2::clone4,6
E2_clone4_1,E2,clone4,E2::clone4,2
E2_clone5_0,E2,clone5,E2::clone5,2
E2_clone5_1,E2,clone5,E2::clone5,1
E2_clone5_2,E2,clone5,E2::clone5,2
E2_clone5_3,E2,clone5,E2::clone5,1
E2_clone5_4,E2,clone5,E2::clone5,1
E2_clone5_5,E2,clone5,E2::clone5,1
E2_clone6_0,E2,clone6,E2::clone6,1
E2_clone6_1,E2,clone6,E2::clone6,2
E2_clone7_0,E2,clone7,E2::clone7,1
E2_clone7_1,E2,clone7,E2::clone7,1
E2_clone7_2,E2,clone7,E2::clone7,1
E2_clone7_3,E2,clone7,E2::clone7,1
E2_clone7_4,E2,clone7,E2::clone7,2
E2_clone8_0,E2,clone8,E2::clone8,8
E2_clone8_1,E2,clone8,E2::clone8,6
E2_clone8_2,E2,clone8,E2::clone8,6
E2_clone8_3,E2,clone8,E2::clone8,6
E2_clone8_4,E2,clone8,E2::clone8,8
E2_clone9_0,E2,clone9,E2::clone9,2
E2_clone9_1,E2,clone9,E2::clone9,2
E2_clone9_2,E2,clone9,E2::clone9,2
E2_clone10_0,E2,clone10,E2::clone10,2
E2_clone10_1,E2,clone10,E2::clone10,8
E2_clone10_2,E2,clone10,E2::clone10,7
E2_clone10_3,E2,clone10,E2::clone10,8
E2_clone10_4,E2,clone10,E2::clone10,8
E2_clone10_5,E2,clone10,E2::clone10,8
E2_clone10_6,E2,clone10,E2::clone10,6
E2_clone10_7,E2,clone10,E2::clone10,8
E2_clone11_0,E2,clone11,E2::clone11,4
E2_clone11_1,E2,clone11,E2::clone11,8
E2_clone11_2,E2,clone11,E2::clone11,4
E2_clone11_3,E2,clone11,E2::clone11,4
E2_clone11_4,E2,clone11,E2::clone11,5
E2_clone11_5,E2,clone11,E2::clone11,3
E2_clone12_0,E2,clone12,E2::clone12,1
E2_clone12_1,E2,clone12,E2::clone12,2
E2_clone12_2,E2,clone12,E2::clone12,2
E2_clone12_3,E2,clone12,E2::clone12,1
E2_clone12_4,E2,clone12,E2::clone12,1
E2_clone12_5,E2,clone12,E2::clone12,1
E2_clone12_6,E2,clone12,E2::clone12,2
E2_clone12_7,E2,clone12,E2::clone12,2
E2_clone13_0,E2,clone13,E2::clone13,8
E2_clone13_1,E2,clone13,E2::clone13,7
E2_clone13_2,E2,clone13,E2::clone13,8
E2_clone13_3,E2,clone13,E2::clone13,8
E2_clone14_0,E2,clone14,E2::clone14,5
E2_clone14_1,E2,clone14,E2::clone14,3
E2_clone14_2,E2,clone14,E2::clone14,3
E2_clone14_3,E2,clone14,E2::clone14,4
E2_clone14_4,E2,clone14,E2::clone14,2
E2_clone15_0,E2,clone15,E2::clone15,2
E2_clone15_1,E2,clone15,E2::clone15,1
E2_clone15_2,E2,clone15,E2::clone15,1
E2_clone15_3,E2,clone15,E2::clone15,2
E2_clone15_4,E2,clone15,E2::clone15,2
E2_clone15_5,E2,clone15,E2::clone15,1
E2_clone16_0,E2,clone16,E2::clone16,8
E2_clone16_1,E2,clone16,E2::clone16,8
E2_clone16_2,E2,clone16,E2::clone16,2
E2_clone16_3,E2,clone16,E2::clone16,8
E2_clone16_4,E2,clone16,E2::clone16,8
E2_clone16_5,E2,clone16,E2::clone16,8
E2_clone17_0,E2,clone17,E2::clone17,1
E2_clone17_1,E2,clone17,E2::clone17,1
E2_clone17_2,E2,clone17,E2::clone17,5
E2_clone17_3,E2,clone17,E2::clone17,5
E2_clone17_4,E2,clone17,E2::clone17,1
E2_clone17_5,E2,clone17,E2::clone17,5
E2_clone17_6,E2,clone17,E2::clone17,5
E2_clone17_7,E2,clone17,E2::clone17,4
E2_clone17_8,E2,clone17,E2::clone17,4
E2_clone17_9,E2,clone17,E2::clone17,1
E2_clone18_0,E2,clone18,E2::clone18,2
E2_clone18_1,E2,clone18,E2::clone18,1
E2_clone18_2,E2,clone18,E2::clone18,2
E2_clone18_3,E2,clone18,E2::clone18,1
E2_clone18_4,E2,clone18,E2::clone18,1
E2_clone18_5,E2,clone18,E2::clone18,2
E2_clone18_6,E2,clone18,E2::clone18,1
E2_clone19_0,E2,clone19,E2::clone19,8
E2_clone19_1,E2,clone19,E2::clone19,8
E2_clone19_2,E2,clone19,E2::clone19,5
E2_clone19_3,E2,clone19,E2::clone19,3
E2_clone19_4,E2,clone19,E2::clone19,5
E2_clone19_5,E2,clone19,E2::clone19,5
E2_clone19_6,E2,clone19,E2::clone19,4
E2_clone19_7,E2,clone19,E2::clone19,3
E2_clone19_8,E2,clone19,E2::clone19,5
E2_clone20_0,E2,clone20,E2::clone20,8
E2_clone20_1,E2,clone20,E2::clone20,5
E2_clone20_2,E2,clone20,E2::clone20,4
E2_clone20_3,E2,clone20,E2::clone20,3
E2_clone20_4,E2,clone20,E2::clone20,4
E2_clone20_5,E2,clone20,E2::clone20,3
E2_clone21_0,E2,clone21,E2::clone21,8
E2_clone21_1,E2,clone21,E2::clone21,6
E2_clone21_2,E2,clone21,E2::clone21,6
E2_clone21_3,E2,clone21,E2::clone21,8
E2_clone21_4,E2,clone21,E2::clone21,1
E2_clone21_5,E2,clone21,E2::clone21,8
E2_clone22_0,E2,clone22,E2::clone22,3
E2_clone22_1,E2,clone22,E2::clone22,5
E2_clone22_2,E2,clone22,E2::clone22,4
E2_clone22_3,E2,clone22,E2::clone22,5
E2_clone22_4,E2,clone22,E2::clone22,1
E2_clone22_5,E2,clone22,E2::clone22,4
E2_clone23_0,E2,clone23,E2::clone23,3
E2_clone23_1,E2,clone23,E2::clone23,3
E2_clone23_2,E2,clone23,E2::clone23,3
E2_clone23_3,E2,clone23,E2::clone23,3
E2_clone23_4,E2,clone23,E2::clone23,2
E2_clone23_5,E2,clone23,E2::clone23,8
E2_clone24_0,E2,clone24,E2::clone24,8
E2_clone24_1,E2,clone24,E2::clone24,5
E2_clone24_2,E2,clone24,E2::clone24,8
E2_clone25_0,E2,clone25,E2::clone25,8
E2_clone25_1,E2,clone25,E2::clone25,8
E2_clone25_2,E2,clone25,E2::clone25,8
E2_clone25_3,E2,clone25,E2::clone25,2
E2_clone25_4,E2,clone25,E2::clone25,8
E2_clone26_0,E2,clone26,E2::clone26,2
E2_clone26_1,E2,clone26,E2::clone26,8
E2_clone26_2,E2,clone26,E2::clone26,6
E2_clone26_3,E2,clone26,E2::clone26,8
E2_clone26_4,E2,clone26,E2::clone26,2
E2_clone27_0,E2,clone27,E2::clone27,8
E2_clone27_1,E2,clone27,E2::clone27,6
E2_clone27_2,E2,clone27,E2::clone27,2
E2_clone27_3,E2,clone27,E2::clone27,8
E2_clone27_4,E2,clone27,E2::clone27,6
E2_clone27_5,E2,clone27,E2::clone27,8
E2_clone27_6,E2,clone27,E2::clone27,8
E2_clone27_7,E2,clone27,E2::clone27,8
E2_clone27_8,E2,clone27,E2::clone27,8
E2_clone27_9,E2,clone27,E2::clone27,8
E2_clone27_10,E2,clone27,E2::clone27,2
E2_clone28_0,E2,clone28,E2::clone28,1
E2_clone28_1,E2,clone28,E2::clone28,1
E2_clone29_0,E2,clone29,E2::clone29,6
E2_clone29_1,E2,clone29,E2::clone29,8
E2_clone29_2,E2,clone29,E2::clone29,8
E2_clone29_3,E2,clone29,E2::clone29,8
E2_clone29_4,E2,clone29,E2::clone29,8
E2_clone29_5,E2,clone29,E2::clone29,8
E2_clone29_6,E2,clone29,E2::clone29,8
E2_clone29_7,E2,clone29,E2::clone29,6
E2_clone29_8,E2,clone29,E2::clone29,8
E2_clone29_9,E2,clone29,E2::clone29,8
E2_clone29_10,E2,clone29,E2::clone29,8
E2_clone30_0,E2,clone30,E2::clone30,8
E2_clone30_1,E2,clone30,E2::clone30,8
E2_clone30_2,E2,clone30,E2::clone30,8
E2_clone30_3,E2,clone30,E2::clone30,7
E2_clone30_4,E2,clone30,E2::clone30,7
E2_clone30_5,E2,clone30,E2::clone30,8
E2_clone30_6,E2,clone30,E2::clone30,6
E2_clone30_7,E2,clone30,E2::clone30,5
E2_clone30_8,E2,clone30,E2::clone30,8
E2_clone30_9,E2,clone30,E2::clone30,8
E2_clone30_10,E2,clone30,E2::clone30,8
E2_clone31_0,E2,clone31,E2::clone31,1
E2_clone31_1,E2,clone31,E2::clone31,3
E2_clone31_2,E2,clone31,E2::clone31,3
E2_clone31_3,E2,clone31,E2::clone31,8
E2_clone31_4,E2,clone31,E2::clone31,3
E2_clone31_5,E2,clone31,E2::clone31,4
E2_clone31_6,E2,clone31,E2::clone31,6
